row_id,value
76368,1.0
74725,1.0
63160,1.0
35542,1.0
40966,1.0
72310,1.0
58937,1.0
63826,1.0
69718,1.0
75289,1.0
69424,1.0
64403,1.0
11566,1.0
50097,1.0
72850,1.0
19610,1.0
5703,1.0
54450,1.0
37442,1.0
14118,1.0
44233,1.0
7859,1.0
42366,1.0
73704,1.0
54883,1.0
75257,1.0
15121,1.0
1006,1.0
51940,1.0
12526,1.0
24601,1.0
26824,0.9996666666666667
65859,0.9996666666666667
70826,0.9996666666666667
77327,0.9996666666666667
36036,0.9996666666666667
53551,0.9996666666666667
22405,0.9996666666666667
4848,0.9996666666666667
4829,0.9996666666666667
74151,0.9996666666666667
8541,0.9996666666666667
38163,0.9996666666666667
20724,0.9996666666666667
17452,0.9996666666666667
37128,0.9996666666666667
76909,0.9996666666666667
74949,0.9996666666666667
59881,0.9996666666666667
72267,0.9996666666666667
26240,0.9996666666666667
58496,0.9996666666666667
24995,0.9996666666666667
50579,0.9996666666666667
58802,0.9996666666666667
54319,0.9996666666666667
22905,0.9996666666666667
67790,0.9996666666666667
33318,0.9996666666666667
18093,0.9993333333333333
54237,0.9993333333333333
9457,0.9993333333333333
66431,0.9993333333333333
50610,0.9993333333333333
69870,0.9993333333333333
75123,0.9993333333333333
38658,0.9993333333333333
14522,0.9993333333333333
22927,0.9993333333333333
12543,0.9993333333333333
33688,0.9993333333333333
41805,0.9993333333333333
55256,0.9993333333333333
28255,0.9993333333333333
46451,0.9993333333333333
39869,0.9993333333333333
59430,0.9993333333333333
63554,0.9993333333333333
7194,0.9993333333333333
13804,0.9993333333333333
52234,0.9993333333333333
30201,0.9993333333333333
52557,0.999
21833,0.999
8569,0.999
43620,0.999
52357,0.999
44836,0.999
16824,0.999
57732,0.999
9452,0.999
63754,0.999
63842,0.999
61280,0.999
78207,0.999
57198,0.999
20380,0.999
45180,0.999
9835,0.999
17335,0.999
41520,0.999
55860,0.999
24490,0.999
59289,0.999
68391,0.999
79025,0.999
44747,0.999
