row_id,value
17339,1.0
59294,1.0
14796,1.0
66116,1.0
52133,1.0
2164,1.0
76041,1.0
24734,1.0
4130,1.0
61196,1.0
65050,1.0
40396,1.0
15356,1.0
16674,1.0
65722,1.0
44784,1.0
61219,1.0
53607,1.0
28564,1.0
79213,1.0
61306,1.0
22185,1.0
13038,1.0
29721,1.0
48128,1.0
31546,1.0
36074,1.0
46306,1.0
6576,1.0
31805,1.0
37396,1.0
12214,1.0
12071,1.0
23060,1.0
23555,1.0
37747,1.0
5757,1.0
36152,1.0
59912,1.0
24622,1.0
77905,1.0
55701,0.9990000000000001
64258,0.9990000000000001
11105,0.9990000000000001
41146,0.9990000000000001
74106,0.9990000000000001
7787,0.9990000000000001
51442,0.9990000000000001
74190,0.9990000000000001
10756,0.9990000000000001
60731,0.9990000000000001
51782,0.9990000000000001
4034,0.9990000000000001
54271,0.9990000000000001
45870,0.9990000000000001
74003,0.9990000000000001
70289,0.9990000000000001
40175,0.9990000000000001
45939,0.9990000000000001
20809,0.9990000000000001
58070,0.9990000000000001
15616,0.9990000000000001
19812,0.9990000000000001
67232,0.9990000000000001
66830,0.9990000000000001
20177,0.9990000000000001
58866,0.9990000000000001
20231,0.9990000000000001
3916,0.9990000000000001
75448,0.9990000000000001
78013,0.9990000000000001
28177,0.9990000000000001
77991,0.9990000000000001
53234,0.9990000000000001
53130,0.9990000000000001
32170,0.9990000000000001
53191,0.9990000000000001
42493,0.9990000000000001
21885,0.9990000000000001
21983,0.9990000000000001
78016,0.9990000000000001
42759,0.9990000000000001
25958,0.9990000000000001
74676,0.9990000000000001
55763,0.9990000000000001
26326,0.9990000000000001
33822,0.9990000000000001
77633,0.9990000000000001
287,0.9990000000000001
3060,0.9990000000000001
76658,0.9990000000000001
38405,0.9990000000000001
63547,0.9990000000000001
50364,0.9990000000000001
46867,0.9990000000000001
36938,0.9990000000000001
23401,0.9990000000000001
36468,0.9990000000000001
17958,0.9990000000000001
30916,0.9990000000000001
12621,0.9990000000000001
3143,0.9990000000000001
38665,0.9990000000000001
31151,0.9990000000000001
72162,0.9990000000000001
76857,0.9990000000000001
32008,0.9990000000000001
6541,0.9990000000000001
18605,0.9990000000000001
53827,0.9990000000000001
59830,0.9990000000000001
22445,0.9990000000000001
1206,0.9990000000000001
45795,0.9990000000000001
69373,0.9990000000000001
75971,0.9990000000000001
1342,0.9990000000000001
3260,0.9990000000000001
62376,0.9990000000000001
54226,0.9990000000000001
17878,0.9990000000000001
75575,0.9990000000000001
4564,0.9990000000000001
61486,0.9990000000000001
24242,0.9990000000000001
48663,0.9990000000000001
3370,0.9990000000000001
54793,0.9990000000000001
75016,0.998
10847,0.998
41631,0.998
51380,0.998
41659,0.998
61463,0.998
68233,0.998
34171,0.998
51886,0.998
3878,0.998
34155,0.998
44607,0.998
52516,0.998
8714,0.998
61054,0.998
9956,0.998
9252,0.998
43898,0.998
10029,0.998
66000,0.998
42811,0.998
25697,0.998
55466,0.998
7740,0.998
15316,0.998
7860,0.998
59598,0.998
64268,0.998
64576,0.998
28052,0.998
972,0.998
78725,0.998
13474,0.998
63652,0.998
63611,0.998
35751,0.998
15712,0.998
55128,0.998
7287,0.998
19067,0.998
58395,0.998
78343,0.998
45833,0.998
61232,0.998
11306,0.998
11258,0.998
39486,0.998
1247,0.998
14417,0.998
11529,0.998
70611,0.998
70031,0.998
40019,0.998
59826,0.998
38820,0.998
71310,0.998
24057,0.998
47002,0.998
38172,0.998
30029,0.998
71957,0.998
55204,0.998
20985,0.998
75604,0.998
21186,0.998
75601,0.998
18510,0.998
77135,0.998
38422,0.998
72019,0.998
37576,0.998
37743,0.998
1173,0.998
54958,0.998
16252,0.998
21032,0.998
57224,0.998
47742,0.998
34075,0.998
30923,0.998
73073,0.998
17094,0.998
74859,0.998
76310,0.998
9716,0.998
75210,0.998
17259,0.997
3732,0.997
3800,0.997
31011,0.997
77747,0.997
17075,0.997
20022,0.997
1462,0.997
52669,0.997
78042,0.997
42760,0.997
67714,0.997
32505,0.997
74462,0.997
32820,0.997
25563,0.997
59484,0.997
67506,0.997
36941,0.997
44736,0.997
76444,0.997
68234,0.997
41708,0.997
49350,0.997
49402,0.997
40811,0.997
35119,0.997
2054,0.997
74027,0.997
17701,0.997
13423,0.997
58440,0.997
28600,0.997
69982,0.997
72605,0.997
12448,0.997
13900,0.997
21461,0.997
32009,0.997
70012,0.997
18956,0.997
61811,0.997
1214,0.997
24296,0.997
6652,0.997
63934,0.997
11582,0.997
57984,0.997
73919,0.997
73680,0.997
29294,0.997
29268,0.997
39341,0.997
12050,0.997
47436,0.997
18230,0.997
70555,0.997
14037,0.997
73602,0.997
6171,0.997
71091,0.997
71552,0.997
20866,0.997
20806,0.997
5842,0.997
1613,0.997
48288,0.997
62327,0.997
79455,0.997
31137,0.997
23841,0.997
23774,0.997
11986,0.997
71903,0.997
30077,0.997
72139,0.997
23584,0.997
54488,0.997
26174,0.997
43671,0.997
59264,0.997
60844,0.997
60905,0.997
36683,0.996
72824,0.996
11948,0.996
59155,0.996
1634,0.996
52205,0.996
71880,0.996
37797,0.996
5831,0.996
23040,0.996
55243,0.996
4586,0.996
42072,0.996
79592,0.996
59412,0.996
44687,0.996
26787,0.996
65770,0.996
52732,0.996
61118,0.996
42033,0.996
2100,0.996
48239,0.996
46748,0.996
62341,0.996
30154,0.996
71192,0.996
27456,0.996
5397,0.996
1153,0.996
2002,0.996
68222,0.996
8441,0.996
53074,0.996
12986,0.996
8630,0.996
4355,0.996
6866,0.996
28803,0.996
61789,0.996
39685,0.996
7058,0.996
61728,0.996
73900,0.996
64311,0.996
51521,0.996
7571,0.996
24611,0.996
35196,0.996
27721,0.996
24168,0.996
35411,0.996
2341,0.996
17908,0.996
53070,0.996
64504,0.996
68413,0.996
77526,0.996
74925,0.996
75262,0.996
40296,0.996
74777,0.996
66576,0.996
46047,0.996
60997,0.996
13840,0.996
21000,0.996
1974,0.996
25155,0.996
